Type,Test Plan ID,Suite Path,Suite ID,Test Case ID,Title,Step Number,Step Action,Expected Result,Execution Status,Execution Outcome,Last Run Date,Last Run By,Assigned To,Created Date,Created By,Area Path,Iteration,Automated
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124574,,10,Verify search button availability,Search functionality is readily available for patient lookup,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,Verify Technician Administration - Patient CRUD Operations and Data Management,,,,Not Executed,,,,Cody Huls,2025-12-22T18:56:12.467Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,1,Log in as technician,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,2,Click Administration tab from main dashboard,Administration tab is accessible and redirects to admin dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,3,Navigate to Patients tab,Patients tab is accessible in admin dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,4,Click New button to create patient,New button opens comprehensive patient creation form,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,5,Fill in patient creation form with required and optional fields,Form includes required fields (Last Name First Name DOB Sex Patient ID) and optional fields,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,6,Test form validation and unique Patient ID requirement,Form validation prevents duplicate Patient IDs and validates required fields,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,7,Save new patient and verify in list,Save creates new patient record and patient appears in list,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,8,Select existing patient and click Edit,Edit button opens pre-filled form for existing patient,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,9,Modify patient information and save changes,Patient information updates save properly with audit logging,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,10,Select test patient and click Delete,Delete button is available for patient selection,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,11,Confirm deletion with appropriate warnings,Delete prompts confirmation with warnings about associated data,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,12,Test patient search with various criteria,Search works with Patient ID Name DOB with case-insensitive matching,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124575,,13,Verify search results and clear functionality,Search results display properly and clear search returns full list,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,Verify Technician Administration - Assign Patient to Clinician,,,,Not Executed,,,,Cody Huls,2025-12-22T18:56:12.467Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,,1,Log in as technician,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,,2,Navigate to Patients tab,Patients tab is accessible for advanced operations,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,,3,Click on a Patient in the list,"Edit, Delete, Study+, Study Search buttons become visible",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,,4,Click 'Edit' button,User is redirected to 'Patient Information' Page,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Patient Management,124531,124576,,5,Assign a physician to the patient and click 'Save',Physician is successfully assigned the patient,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,,SUITE: Administration - View Studies,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,Verify Technician Administration - View Studies Interface and Pending Studies Display,,,,Not Executed,,,,Cody Huls,2025-12-22T18:56:59.277Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,1,Log in as technician,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,2,Navigate to Administration dashboard,Administration dashboard is accessible and loads properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,3,Click on View Studies tab,View Studies tab is accessible from admin navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,4,Verify list of pending studies displays,View Studies tab shows complete list of studies pending review,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,5,Review study card information and attributes,Study cards show identical attributes (Patient name Passcode Description Date/Time Modality),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,6,Navigate to main Clinical Dashboard > Pending tab,Clinical Dashboard Pending tab is accessible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,7,Compare study lists between admin and clinical interfaces,Study list matches exactly between admin View Studies and clinical Pending tab,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,8,Verify study information consistency,All study information displays consistently across admin and clinical interfaces,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,9,Return to Administration > View Studies,Navigation back to admin View Studies works properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - View Studies,124533,124579,,10,Confirm interface provides alternate access path,Interface provides alternate administrative access path to pending studies,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,,SUITE: Administration - Worklist Management,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,Verify Technician Administration - Worklist Display and Date Filtering,,,,Not Executed,,,,Cody Huls,2025-12-22T18:56:39.63Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,1,Log in as technician,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,2,Navigate to Administration > Worklist tab,Worklist tab is accessible and displays scheduled procedures/studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,3,Verify worklist items are displayed with complete information,All scheduled studies are visible with comprehensive details,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,4,Review each item's Patient Name (uppercase) Patient ID Accession Number,Patient information is displayed clearly and correctly formatted,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,5,Verify Study Description Acquisition Status Review Status visibility,Study details and status information are clearly visible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,6,Check Scheduled Date/Time and Modality display,Scheduling information and modality types are displayed properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,7,Verify status indicators (SCHEDULED PENDING COMPLETED),Worklist items show proper status indicators,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,8,Test six date filter buttons (Today Tomorrow +7 days Yesterday -7 days Search),Date filter buttons provide proper filtering for different time ranges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,9,Verify worklist updates for each date range,Worklist updates correctly to show items for selected date ranges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,10,Test pagination controls for long worklist,Pagination controls handle long lists with proper navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124577,,11,Test Select All checkbox for multi-item selection,Select All checkbox enables multi-item selection functionality,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,Verify Technician Administration - Worklist Search and CRUD Functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:56:39.63Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,1,Log in as technician,User is successfully logged into eCloud with administrative privileges,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,2,Navigate to Administration > Worklist tab,Worklist tab is accessible and displays scheduled procedures/studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,3,Click Search button to open search dialog,Search button opens comprehensive worklist search dialog,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,4,Enter search criteria (Patient ID Accession Number Date range),Search fields accept multiple criteria types properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,5,Test advanced search with multiple criteria,Complex multi-criteria searches work accurately,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,6,Verify matching worklist items display,Search returns accurate matching worklist items,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,7,Select a worklist item for editing,Worklist item selection enables edit options,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,8,Access edit function and modify item details,Edit function allows modification of Scheduled time Study description Modality,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,9,Save changes and verify updates,Changes save to worklist items with immediate reflection,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,10,Select worklist item for deletion,Worklist item selection enables Delete function,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,11,Click Delete and confirm removal,Delete function prompts confirmation before removing items,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,12,Test various search combinations,Different search combinations work properly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Administration - Worklist Management,124532,124578,,13,Clear search and verify full list returns,Clear search functionality returns full worklist display,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,,SUITE: Clinician Dashboard - Pending,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,Verify Technician Pending Tab - Studies Display and Content,,,,Not Executed,,,,Cody Huls,2025-12-22T18:50:33.58Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,1,Pre-conditions: Multiple pending studies available in system,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,2,Log in as technician,User is successfully logged into eCloud dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,3,Verify default landing on Pending tab or click Pending tab,Pending tab is accessible from dashboard navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,4,Verify pending studies are displayed in card format,All pending (unreviewed) studies are listed in card format,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,5,Verify each study card displays all required information,Study cards display:- Patient Name - Passcode- Consult Type- Date and Time - Modality Type,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,6,Verify study thumbnail images are displayed,Study thumbnail images are visible on each card,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124537,,7,Verify pagination controls if studies exceed page limit,Pagination shows current page and total pages (e.g. 1 of 2 page(s)),,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,Verify Technician Pending Tab - Study Card Navigation and DICOM Viewer Integration,,,,Not Executed,,,,Cody Huls,2025-12-22T18:50:33.58Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,1,Pre-conditions: Pending studies available,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,2,Log in as technician,User is successfully logged into dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,3,Navigate to Pending tab,Pending tab loads with available studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,4,Click on a study card from the pending studies list,Study cards are clickable and respond to user interaction,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,5,Verify navigation to DICOM viewer,Clicking a study card opens the DICOM viewer (/viewer/index.html),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,6,Verify selected study loads in viewer with patient information,Correct study is loaded and patient header displays correct:- Patient Name- Sex- DOB,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124538,,7,Verify study series are available (if present),Study series are available in the viewer,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,Verify Technician Pending Tab - Pending Studies Empty State,,,,Not Executed,,,,Cody Huls,2025-12-22T18:50:33.58Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,1,Pre-conditions: Technician user has no pending studies,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,2,Log in as technician,User with no pending studies is logged in,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,3,Navigate to Pending tab,Pending tab loads,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,4,Verify appropriate empty state message or indication,System handles empty state gracefully and user sees clear indication that no pending studies exist,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,5,Verify pagination reflects no results,Pagination shows 0 of 0 page(s),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124539,,6,Verify no error messages are displayed,No error messages are displayed for normal empty state,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,Verify Technician Pending Tab - Pagination Functionality and Navigation,,,,Not Executed,,,,Cody Huls,2025-12-22T18:50:33.58Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,1,Pre-conditions: Technician user has multiple (2+) pages of pending studies,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,2,Log in as technician user with multiple pages of pending studies,User with multiple pages of studies is logged in,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,3,Navigate to Pending tab,Pending tab loads with multiple pages of studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,4,Verify current page indicator displays correctly,Pagination controls are visible and current page and total pages are accurately displayed,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,5,Click Next button to navigate to next page,Next button loads subsequent page of results,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,6,Verify page number updates and new studies are displayed,Page number updates and new studies are displayed correctly,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,7,Click Previous button to return to previous page,Previous button loads prior page of results,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124540,,8,Verify page navigation works correctly,Button states update appropriately (disabled at boundaries) and study data loads correctly for each page,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,Verify Technician Pending Tab - Clinician User Reviews a Pending Study,,,,Not Executed,,,,Cody Huls,2025-12-22T18:50:33.58Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,1,Pre-conditions: Pending studies available,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,2,Log in as technician,User is successfully logged into dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,3,Navigate to Pending tab,Pending tab loads with available studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,4,Click on a study card from the pending studies list to open the DICOM viewer,"Study card is clickable, and navigates to DICOM viewer when clicked",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,5,Click the 'Review' button in the DICOM viewer,System asks:'Are you sure you want to mark this study as reviewed?',,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,6,Click 'Cancel' button,Review Study slide out closes,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,7,Click the 'Review' button in the DICOM viewer,System asks:'Are you sure you want to mark this study as reviewed?',,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,8,Click 'Okay' button,System says:'Success''Successfully reviewed study',,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,9,Verify that the review button is hidden in the DICOM viewer,Review button is not visible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,10,Click 'Exit' button,User is returned to Dashboard (Pending tab by default),,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Pending,124521,124541,,11,Click on the 'Reviewed' tab and verify that the study you just reviewed appears in the list,Reviewed study appears in the list,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,,SUITE: Clinician Dashboard - Reviewed,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,"Verify Technician Reviewed Tab - Studies Display, Content, and Review Metadata",,,,Not Executed,,,,Cody Huls,2025-12-22T18:51:19.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,1,Pre-conditions: Multiple reviewed studies available in system with review metadata,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,2,Login as technician,User is successfully logged into eCloud dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,3,Click on Reviewed tab,Reviewed tab is accessible from dashboard navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,4,Verify reviewed studies are displayed in card format,All reviewed studies are listed in the tab,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,5,Verify each study card displays all required review information,Study cards show:- Patient Name- Passcode- Consult Type- Date and Time- Reviewed By: (physician name)- On: Date and Time,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,6,Verify study thumbnail images are displayed,Study thumbnail images are visible on each reviewed study card,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124542,,7,Verify pagination controls,Pagination shows current page and total pages for reviewed studies,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,Verify Technician Reviewed Tab - Study Access and DICOM Viewer with Review Status,,,,Not Executed,,,,Cody Huls,2025-12-22T18:51:19.18Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,1,Pre-conditions: Reviewed studies available,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,2,Login as technician,User is successfully logged into dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,3,Navigate to Reviewed tab,Reviewed tab loads with available reviewed studies,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,4,Click on a reviewed study card,Reviewed studies remain accessible and study opens in DICOM viewer when clicked,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,5,Verify navigation to DICOM viewer,Study loads in DICOM viewer with proper navigation,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,6,Verify reviewed study loads with all images and metadata,All study data including images reports and notes are accessible,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Reviewed,124522,124543,,7,Verify review status is maintained and review button behavior,Review button is not visible or disabled and physician can view the reviewed study with full functionality,,,,,,,,,,
Separator,,,,,,,,,,,,,,,,,,
Suite,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,,SUITE: Clinician Dashboard - Shares,,,,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,Verify Technician Shares Tab - View Share functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:51:57.877Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,,1,Preconditions: There exist studies that the Clinician user has shared,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,,2,Log in as technician,User is successfully logged into dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,,3,Click the 'Shares' tab,Shares tab loads with shared studiesButtons:- Select All- All | Sent (filters)- Passcodes,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,,4,Select a shared study,"Selecting a shared study will check the checkbox, and enable the 'Delete' and 'View' buttons",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124544,,5,Click 'View' button,User is taken redirected to the DICOM viewer for that particular study,,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,Verify Technician Shares Tab - Delete Share functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:51:57.877Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,1,Preconditions: There exist studies that the Clinician user has shared,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,2,Log in as technician,User is successfully logged into dashboard,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,3,Click the 'Shares' tab,Shares tab loads with shared studiesButtons:- Select All- All | Sent (filters)- Passcodes,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,4,Select a shared study,"Selecting a shared study will check the checkbox, and enable the 'Delete' and 'View' buttons",,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,5,Click 'Delete' button (Note: You can only delete a study that YOU have shared with someone else. You cannot delete studies that have been shared with you),System says:'Delete Share' 'Are you sure you want to delete the selected share(s)?' 'Items are deleted immediately. You can't undo this action'Buttons: - Delete - Cancel,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,6,Click 'Cancel','Delete Share' modal closes,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,7,Click the 'Delete' button again,'Delete Share' modal opens,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124545,,8,Click 'Delete' button on the modal,The shared study is deleted. System says:'Delete share results'<Patient First Name - Last Name>: 'Success',,,,,,,,,,
Test Case,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124546,Verify Technician Shares Tab - All | Sent filter buttons functionality,,,,Not Executed,,,,Cody Huls,2025-12-22T18:51:57.877Z,Cody Huls,eNcounterCloud Modernization,eNcounterCloud Modernization,No
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124546,,1,Preconditions: -There exist studies that have been shared with this Clinician user - The Clinician user has also sent (shared) studies to other users in the institution,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124546,,2,Log in as technician,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124546,,3,Click the 'Shares' tab,,,,,,,,,,,
Test Step,123776,eCloudModern Automation > Clinician > Technician > Clinician Dashboard - Shares,124523,124546,,4,Verify the 'All' button is toggled by default,'All' button is toggled by default.,,,,,,,,,,
